,actor_id,type,public_repos,public_gists,followers,following
1813,32450038,User,2,0,166,0
1814,32481722,User,58,3,13,22
1815,32520970,User,22,52,79,1
1816,32546791,User,45,4,1,2
1817,32565521,User,35,5,142,44
1818,32783170,User,12,0,30,1
1819,32809703,User,38,31,13,16
1820,32859905,User,21,0,108,79
1821,32947694,User,1,0,2,0
1822,32965360,Bot,0,0,0,0
1823,33048583,User,6,0,0,0
1824,33114724,User,21,0,41,44
1825,33190975,User,1,0,1,0
1826,33258733,User,2,2,4,0
1827,33286289,User,64,0,0,0
1828,33322735,User,379,0,7,0
1829,33383463,User,21,9,136,409
1830,33403964,User,33,6,68,6
1831,33408569,User,78,1,24,31
1832,33427551,User,7,0,0,1
1833,33500389,User,14,6,16,17
1834,33638852,User,41,0,31,17
1835,33664635,User,24,11,4,7
1836,33770367,User,16,1,30,0
1837,33782301,User,5,0,2,0
1838,33796120,User,46,9,8,8
1839,33811744,User,41,0,25,1
1840,33876448,User,1,0,6,19
1841,33955669,User,132,3,72,1025
1842,34125330,User,4,0,6,4
1843,34152706,User,44,0,6,0
1844,34190303,User,23,0,4,1
1845,34349915,User,2,0,0,1
1846,34558787,User,11,0,20,0
1847,34665051,User,14,0,7,3
1848,34697715,User,16,0,0,0
1849,34748927,User,56,0,200,29
1850,34988408,User,121,1,352,4
1851,35101914,User,4,0,3,3
1852,35135081,User,20,2,7,0
1853,35312807,User,99,2,1,9
1854,35388175,User,15,0,1,0
1855,35438895,User,15,0,4,4
1856,35463610,User,0,0,2,0
1857,35494118,User,14,2,28,9
1858,35566945,User,4,0,1,1
1859,35701650,User,12,0,1,2
1860,35707048,User,4,0,0,3
1861,35738743,User,16,0,14,4
1862,35775977,User,33,7,20,10
1863,35779988,User,37,0,62,43
1864,35867865,User,192,0,143,1042
1865,35951936,User,37,0,28,9
1866,35983235,User,13,2,8,2
1867,36049421,User,42,1,37,0
1868,36070057,User,45,0,81,34
1869,36084950,User,3,0,0,1
1870,36230812,User,5,0,13,2
1871,36466523,Bot,0,0,0,0
1872,36490558,User,16035,0,26,0
1873,36520290,User,18,5,37,5
1874,36845702,User,2,0,1,0
1875,36851054,User,2,0,1,0
1876,36882414,User,11,3,51,0
1877,36894700,User,38,9,541,33
1878,36992510,User,8,0,1,0
1879,37118134,User,26,4,90,18
1880,37156449,User,19,0,32,13
1881,37168047,User,12,0,0,6
1882,37230822,User,0,0,0,0
1883,37308300,User,0,0,6,0
1884,37327689,User,13,1,34,51
1885,37332413,User,17,0,10,13
1886,37334640,User,33,10,11,6
1887,37337818,User,30,0,7,2
1888,37420160,User,43,0,15,22
1889,37497534,User,2,0,0,0
1890,37615075,User,3,0,1,1
1891,37855176,User,0,0,7,0
1892,37984851,User,13,3,0,1
1893,38092805,User,10,0,4,0
1894,38207072,User,7,0,27,1
1895,38356640,User,2,0,0,0
1896,38392315,User,14,0,30,4
1897,38494943,User,1,0,0,0
1898,38495008,User,13,0,0,0
1899,38663217,User,24,0,6,4
1900,38760734,User,102,62,97,11
1901,38782922,User,119,8,36,40
1902,38804567,User,20,0,5,1
1903,38844529,User,7,0,0,0
1904,38907656,User,8,0,3,0
1905,38933153,User,43,0,3,0
1906,39035908,User,16,0,3,4
1907,39104740,User,33,0,51,4
1908,39122144,User,2,0,25,8
1909,39126884,User,0,0,0,0
1910,39232462,User,15,0,8,11
1911,39259739,User,0,0,2,4
1912,39303645,User,32,2,16,2
1913,39404641,User,26,0,1,0
1914,39407623,User,47,0,28,45
1915,39482679,User,119,1,79,5
1916,39514782,Bot,0,0,0,0
1917,39549453,User,5,0,1,0
1918,39594821,User,22,0,5,3
1919,39598758,User,5,1,16,0
1920,39601801,User,0,0,1,0
1921,39646700,User,18,1,12,7
1922,39732259,User,81,6,135,164
1923,39736248,User,7,7,22,34
1924,39774503,User,3,0,309,85
1925,39886733,User,1,0,89,0
1926,39923744,User,1,0,348,2
1927,39982313,User,1485,1,24,131
1928,40034005,User,3,0,2,0
1929,40119374,User,17,0,15,18
1930,40172997,User,14,0,7,2
1931,40209326,Bot,0,0,0,0
1932,40244437,User,43,0,5,0
1933,40304143,User,16,2,3,1
1934,40361897,User,8,0,116,1
1935,40373180,Bot,0,0,0,0
1936,40599381,User,31,1,6,2
1937,40611140,User,4,0,16,10
1938,40633976,User,6,0,15,3
1939,40830821,User,9,0,33,12
1940,40847847,User,5,0,1,0
1941,41095737,User,39,0,17,21
1942,41098278,User,3,0,0,0
1943,41257953,User,3,0,1,0
1944,41338290,User,7,1,1,0
1945,41377234,User,7,0,1,1
1946,41409951,User,32,24,31,32
1947,41487305,User,7,0,17,3
1948,41585329,User,4,0,13,0
1949,41686026,User,27,0,5,1
1950,41747005,User,194,0,17,6
1951,41806499,User,2,0,0,1
1952,41851341,User,63,2,78,179
1953,41895435,User,13,0,0,4
1954,41957682,User,18,0,0,0
1955,41960449,User,0,0,0,0
1956,42042535,User,3,0,214,0
1957,42123156,User,7,0,1,0
1958,42204099,User,19,1,12,2
1959,42246742,User,123,5,142,53
1960,42280794,User,18,0,12,0
1961,42477615,User,1,0,21,0
1962,42538400,User,2,0,1,0
1963,42545407,User,12,0,13,1
1964,42591237,User,9,0,73,29
1965,42625018,User,80,6,13,13
1966,42656921,User,10,0,13,25
1967,42772952,User,38,0,16,27
1968,42812113,User,12,95,71,349
1969,42827532,User,9,1,8,0
1970,42839747,User,7,0,0,1
1971,42930712,User,3,0,1,0
1972,42969706,User,0,0,1,0
1973,43021794,User,8,0,13,11
1974,43035978,User,40,1,31,8
1975,43144390,Bot,0,0,0,0
1976,43178667,User,73,15,23,12
1977,43181083,User,6,0,2,4
1978,43184538,User,19,6,0,0
1979,43185848,User,0,0,13,0
1980,43188587,User,0,0,4,0
1981,43209825,User,14,0,1,0
1982,43345335,User,9,0,3,0
1983,43516554,User,15380,94,194,1345
1984,43534309,User,6,0,7,0
1985,43554145,User,13,0,204,0
1986,43592314,User,9,0,14,1
1987,43613217,User,4,0,4,0
1988,43685307,User,5,0,20,2
1989,43750833,User,0,0,18,0
1990,43776787,User,0,0,0,0
1991,43780184,User,17,0,4,0
1992,43859081,User,0,0,2,0
1993,43930900,User,4,0,17,3
1994,44033547,User,44,1,26,38
1995,44045911,User,141,8,266,22
1996,44077321,User,38,0,11,9
1997,44108233,User,31,0,52,19
1998,44149651,User,8,0,7,1
1999,44172267,User,4,0,16,0
2000,44228100,User,28,2,18,10
2001,44460091,User,48,0,56,10
2002,44606227,User,12,0,3,1
2003,44709815,Bot,0,0,0,0
2004,44726232,User,0,0,3,0
2005,44732909,User,1,0,0,0
2006,44864956,User,48,23,7,2
2007,44874361,User,1,0,0,0
2008,44890829,User,4,1,6,1
2009,44937958,User,16,1,2,0
2010,45011425,User,56,0,22,0
2011,45032269,User,11,0,2,0
2012,45088781,User,39,0,24,133
2013,45160931,User,0,0,13,0
2014,45171506,User,16,2,8,0
2015,45216704,User,22,4,9,0
2016,45282134,User,7,0,19,0
2017,45337834,User,42,0,3,3
2018,45409515,User,0,0,0,0
2019,45568537,User,14,25,9,1
2020,45669815,User,14,0,8,6
2021,45763204,User,87,5,107,20
2022,45799308,User,1,0,3,3
2023,45872139,User,31,2,16,17
2024,45942572,User,1,0,0,0
2025,45946766,User,0,0,0,0
2026,46013274,User,0,0,6,0
2027,46026722,User,1,1,1,0
2028,46030020,User,0,0,0,0
2029,46294017,User,12,0,0,0
2030,46309533,User,6,0,1,1
2031,46329147,User,1,0,0,0
2032,46392127,User,33,0,1,1
2033,46464143,User,4,0,0,0
2034,46721658,User,7,0,7,0
2035,46783487,Bot,0,0,0,0
2036,46791771,User,0,0,0,0
2037,46886316,User,0,0,1,4
2038,46891793,User,0,0,0,0
2039,46958050,User,6,0,0,0
2040,46974588,User,95,19,93,13
2041,47027043,User,8,0,2,0
2042,47040946,User,0,0,21,0
2043,47176608,User,0,0,4,0
2044,47227271,User,31,0,28,28
2045,47264268,User,61,0,62,5
2046,47358913,User,84,38,530,86
2047,47727876,User,7,5,1,3
2048,47742104,User,2,0,2,0
2049,47772523,User,14,0,16,4
2050,47833905,User,17,1,34,0
2051,47871814,User,17,5,22,7
2052,47911938,User,33,1,20,1
2053,48076916,User,4,0,0,0
2054,48118242,User,5,0,0,0
2055,48133820,User,5,0,0,0
2056,48163546,User,54,0,30,0
2057,48215717,User,9,0,13,0
2058,48358669,User,31,6,197,0
2059,48402017,User,45,0,5,7
2060,48490400,User,21,0,3,0
2061,48554537,User,27,5,66,6
2062,48569085,Bot,0,0,0,0
2063,48581201,User,6,0,0,0
2064,48603081,User,8,1,362,49
2065,48618675,User,19,1,179,46
2066,48692564,User,2,0,3,0
2067,48694368,User,4,0,2,0
2068,48757558,User,2,0,2,0
2069,48759451,User,3,0,0,0
2070,48835712,User,31,15,11,7
2071,48907085,User,7,0,8,3
2072,48933336,User,15,0,17,20
2073,48936235,User,2,1,13,0
2074,48961492,User,11,0,8,0
2075,49019825,User,42,0,55,49
2076,49115689,User,9,9,4,3
2077,49122443,User,8,0,1,2
2078,49127376,User,28,2,67,3
2079,49161187,User,0,0,3,0
2080,49194531,User,16,12,5,1
2081,49350286,User,5,1,0,1
2082,49368915,User,11,8,1,0
2083,49539636,User,28,0,41,15
2084,49564392,User,1,0,1,1
2085,49635654,User,2,0,3,0
2086,49644838,User,1,0,0,0
2087,49644924,User,0,0,0,0
2088,49659212,User,0,0,0,1
2089,49699333,Bot,0,0,0,0
2090,49736102,Bot,0,0,0,0
2091,49886741,User,1,0,2,5
2092,50031524,Bot,0,0,0,0
2093,50084500,User,7,0,19,24
2094,50101753,User,7,0,10,0
2095,50165600,User,158,3,46,80
2096,50244265,User,23,4,384,29
2097,50252200,User,3,0,9,1
2098,50295826,User,0,0,0,0
2099,50326704,User,2,0,0,0
2100,50503328,User,17,12,30,0
2101,50570677,User,41,1,50,28
2102,50581102,User,4,0,3,0
2103,50611240,User,5,0,4,2
2104,50659444,User,7,0,0,0
2105,50811445,User,1,0,0,0
2106,50922266,User,11,0,3,0
2107,50987400,User,14,0,2,0
2108,51000525,User,13,0,2,0
2109,51110188,User,60,0,16,18
2110,51229763,User,1,0,0,0
2111,51307338,User,12,0,5,4
2112,51370125,User,30,0,17,15
2113,51506086,Bot,0,0,0,0
2114,51722130,User,75,24,86,18
2115,51764175,User,2,0,1,0
2116,51863163,User,6,0,0,0
2117,51877658,User,11,0,1,0
2118,51902062,User,2,0,4,0
2119,52028098,User,5,0,0,0
2120,52031769,User,2,0,0,0
2121,52075362,User,8,0,7,0
2122,52198964,User,25,0,15,2
2123,52271048,User,18,2,14,10
2124,52405651,User,1,0,1,0
2125,52455888,User,0,0,1,0
2126,52458914,User,11,77,18,3
2127,52520497,User,24,0,25,0
2128,52534406,User,5,0,0,0
2129,52560012,User,1,0,1,0
2130,52647469,User,6047,3,56,362
2131,52682268,User,1,0,68,0
2132,52735331,User,8,0,1,0
2133,52834797,User,2,0,0,0
2134,52976623,User,10,0,1,0
2135,52983984,User,4,0,1,0
2136,53131727,User,495,5,140,638
2137,53189696,User,0,0,6,0
2138,53200489,User,1,0,3,11
2139,53217558,User,14,0,13,14
2140,53313357,User,11,14,1,1
2141,53316982,User,32,1,54,127
2142,53471087,User,9,0,2,0
2143,53512883,User,26,0,12,3
2144,53576129,User,2,0,2,1
2145,53601578,User,23,0,2,1
2146,53755997,User,39,0,1,10
2147,53777086,User,22,0,7,1
2148,53828142,User,1,0,0,0
2149,53831230,User,0,0,11,0
2150,53862927,User,12,0,3,0
2151,53869022,User,3,0,0,0
2152,54084812,User,6,0,7,0
2153,54152665,User,3,0,14,1
2154,54192942,User,0,0,4,0
2155,54203879,User,18,0,54,12
2156,54209827,User,29,0,34,46
2157,54274820,User,6,0,5,0
2158,54316226,User,2,0,4,0
2159,54345792,User,3,0,5,6
2160,54495912,User,2,0,3,20
2161,54641364,User,6,0,6,9
2162,54669781,User,18,2,161,246
2163,54671367,User,6,0,1,2
2164,54679643,User,28,0,21,35
2165,54702097,User,11,0,20,1
2166,54740946,User,37,13,69,23
2167,54860867,User,2,1,2,1
2168,54899098,User,1,0,0,0
2169,54995707,User,44,0,24,13
2170,54997375,User,14,0,0,0
2171,55035720,User,2,1,5,0
2172,55057608,User,15,0,53,30
2173,55110838,User,7,0,4,0
2174,55164754,User,5,0,2,2
2175,55234838,User,46,0,8,11
2176,55342789,User,117,0,36,11
2177,55374212,User,2,0,0,0
2178,55396651,User,29,1,16,8
2179,55398552,User,5,0,39,0
2180,55468070,Bot,0,0,0,0
2181,55560129,User,4,0,0,0
2182,55791410,User,2,0,1,0
2183,56052645,User,8,1,19,8
2184,56190028,User,43,0,14,23
2185,56361221,User,15,2,2,0
2186,56388545,User,4,0,5,0
2187,56469371,User,4,0,0,0
2188,56653555,User,0,0,32,95
2189,56850458,User,0,0,0,0
2190,57081003,User,21,4,8,0
2191,57198612,User,31,1,9,10
2192,57200045,User,0,0,0,0
2193,57211524,User,9,0,15,0
2194,57212002,User,3,0,2,0
2195,57234914,User,15,0,2,1
2196,57391580,User,23,1,1,0
2197,57435789,User,1,0,0,0
2198,57463719,Bot,0,0,0,0
2199,57539816,User,14,3,1,0
2200,57645186,User,25,3,35,4
2201,57647637,User,1,0,3,1
2202,57990685,User,0,0,0,0
2203,57997763,User,0,0,1,0
2204,58046863,User,6,0,1,0
2205,58094558,User,2,0,2,0
2206,58127841,User,1,0,2,1
2207,58287331,User,12,0,0,13
2208,58394696,User,8,0,0,0
2209,58477289,User,1,0,0,0
2210,58633848,User,49,1,55,49
2211,58670661,User,9,0,1,0
2212,58734500,Bot,0,0,0,0
2213,58747157,User,30,0,12,0
2214,58790826,User,1,0,7,0
2215,58983587,User,2,0,1,0
2216,59237288,User,1,0,0,0
2217,59244208,User,37,2,0,1
2218,59301069,User,1,0,4,1
2219,59447410,User,4,1,0,0
2220,59518230,Bot,0,0,0,0
2221,59551315,User,4,0,0,0
2222,59623490,User,17,9,2,0
2223,59651110,User,3,0,1,0
2224,59682018,User,2,0,0,1
2225,59821987,User,2,0,1,0
2226,59822059,User,6,0,8,0
2227,59893120,User,17,0,3,6
2228,59917825,User,0,0,2,0
2229,60002907,User,3,0,2,0
2230,60014357,User,0,0,0,0
2231,60029989,User,23,0,0,0
2232,60063538,User,42,0,4,6
2233,60192090,User,3,0,2,0
2234,60252716,User,0,0,2,0
2235,60315450,User,48,1,2,3
2236,60379333,User,5,0,0,0
2237,60409840,User,0,0,1,0
2238,60717743,User,0,0,44,310
2239,60741237,User,21,0,3,0
2240,60943159,User,2,0,1,0
2241,61076533,Bot,0,0,0,0
2242,61203226,User,17,2,21,5
2243,61245342,User,25,5,10,14
2244,61259627,User,2,0,11,0
2245,61282776,User,0,0,1,0
2246,61330599,User,3,0,20,0
2247,61473198,User,7,0,19,0
2248,61667328,User,32,0,32,43
2249,61676078,User,4,0,0,0
2250,61806773,User,6,0,18,0
2251,61934744,User,16,0,35,0
2252,62114780,User,6,0,1,0
2253,62126254,User,1,0,0,0
2254,62264689,User,3,0,35,1
2255,62386423,User,5,0,1,0
2256,62520989,User,2,0,0,0
2257,62543621,User,0,0,0,0
2258,62575351,User,0,0,0,0
2259,62652060,User,0,0,2,2
2260,62694369,User,0,0,48,0
2261,62695641,User,0,0,19,0
2262,62702977,User,33,0,9,0
2263,62704567,User,0,0,0,0
2264,62982571,User,5,0,10,0
2265,63007666,User,8,0,17,0
2266,63125349,Bot,0,0,0,0
2267,63228361,User,5,0,5,0
2268,63432932,User,0,0,79,0
2269,63675417,User,33,0,19,8
2270,64039323,User,0,0,0,0
2271,64042475,User,4,0,0,0
2272,64065190,User,3,0,3,0
2273,64194049,User,23,0,2,0
2274,64450378,User,0,0,0,0
2275,64499477,User,12,12,17,5
2276,64569824,User,124,0,50,303
2277,64654203,User,69,0,20,7
2278,64661561,User,10,0,0,0
2279,64664025,User,1,0,0,0
2280,64849422,User,2,0,4,0
2281,65005307,User,1,0,0,0
2282,65039481,User,3,0,1,1
2283,65132551,User,1,0,1,0
2284,65190431,User,6,0,11,13
2285,65603201,Bot,0,0,0,0
2286,65711227,User,1,0,0,0
2287,65761570,User,0,0,126,0
2288,65762745,User,13,3,9,8
2289,65780815,User,15,0,4,0
2290,65968691,User,13,0,10,6
2291,65999885,User,72,0,8,9
2292,66026798,User,1,0,0,0
2293,66055060,User,73,0,3,16
2294,66111494,User,1,0,0,0
2295,66214960,User,68,1,20,15
2296,66310040,User,0,0,0,0
2297,66360871,User,1,0,1,0
2298,66389316,User,13,0,5,3
2299,66509246,User,8,0,3,2
2300,66561890,User,5,0,1,11
2301,66576896,User,2,0,0,0
2302,66652282,User,1,0,0,0
2303,66701689,User,8,0,19,85
2304,66776129,User,26,0,1,0
2305,66930949,User,20,0,5,0
2306,67057091,User,5,0,23,1
2307,67086238,User,2,0,1,0
2308,67122572,User,1,0,0,0
2309,67128169,User,3,0,0,0
2310,67129743,User,0,0,1,1
2311,67169551,User,6,0,6,0
2312,67270715,User,8,0,0,1
2313,67278094,User,3,0,1,1
2314,67319631,User,3,0,2,3
2315,67387053,User,27,0,63,26
2316,67453298,User,3,0,1,1
2317,67630903,User,1,0,5,0
2318,67691962,User,13,0,0,0
2319,67837651,User,1,0,22,2
2320,68087699,User,31,0,2,9
2321,68240067,User,9,5,9,2
2322,68240399,User,10,32,1,13
2323,68254272,User,2,0,0,1
2324,68362169,User,31,0,4,8
2325,68376758,User,4,0,2,1
2326,68396823,User,15,0,3,0
2327,68556134,User,3,0,0,0
2328,68560244,User,0,0,0,0
2329,68607686,User,1,0,0,0
2330,68746461,User,53,0,35,29
2331,68840520,User,1,1,1,0
2332,69014292,User,0,0,0,0
2333,69032281,User,3,3,1,3
2334,69195262,User,64,0,171,11
2335,69221034,User,11,0,8,1
2336,69241399,User,11,0,0,1
2337,69344273,User,3,0,0,0
2338,69431456,User,4,2,467,85
2339,69483382,User,6,0,12,0
2340,69527565,User,10,0,0,1
2341,69576004,User,10,0,2,0
2342,69588470,User,0,0,0,0
2343,69725676,User,31,3,12,19
2344,69774846,User,0,0,1,0
2345,69813558,User,0,0,0,0
2346,69901365,User,0,0,0,0
2347,69922333,User,4,0,0,0
2348,69970419,User,11,1,9,10
2349,69976260,User,8,0,1,0
2350,70128817,User,4,0,2,0
2351,70179303,User,9,1,1,0
2352,70248918,Bot,0,0,0,0
2353,70377537,User,6,0,0,0
2354,70489351,User,0,0,2,0
2355,70562142,User,0,0,0,0
2356,70571253,User,1,0,3,0
2357,70634925,User,0,0,0,0
2358,70717303,User,9,0,1,0
2359,70899104,User,0,0,0,0
2360,70899516,User,2,0,0,0
2361,70911038,User,0,0,9,3
2362,70930322,User,3,0,0,3
2363,71091489,User,11,0,21,99
2364,71364336,User,14,1,4,16
2365,71379294,Bot,0,0,0,0
2366,71455141,User,1,0,0,0
2367,71753653,User,15,0,1,0
2368,71900764,User,8,0,1,0
2369,71938210,User,30,1,37,0
2370,71979717,User,2,0,0,0
2371,72028011,User,0,0,0,0
2372,72091386,User,38,5,71,136
2373,72180622,User,15,0,28,17
2374,72232928,User,0,0,0,0
2375,72254037,User,3,0,0,0
2376,72375798,User,1,0,1,0
2377,72392272,User,0,0,0,0
2378,72393213,User,1,0,0,0
2379,72393866,User,0,0,0,0
2380,72437264,User,1,0,0,1
2381,72728567,User,2,0,0,2
2382,72732935,User,15,1,1,2
2383,72764339,User,1,0,0,0
2384,72768744,User,5,1,152,0
2385,72784348,User,53,7,63,22
2386,72804543,User,19,0,37,16
2387,72858053,User,19,0,1,0
2388,72890320,User,6,0,1,1
2389,73069040,User,13,0,11,7
2390,73299758,Bot,0,0,0,0
2391,73354907,User,1,0,1,0
2392,73461316,User,2,0,1,1
2393,73523034,User,2,0,0,0
2394,73610968,Bot,0,0,0,0
2395,73648238,User,0,0,0,0
2396,73658284,User,2,0,6,6
2397,73691586,User,96,0,4,23
2398,73771796,User,38,1,5,7
2399,74105241,User,1,0,3,6
2400,74206951,User,4,0,2,1
2401,74291762,User,1,0,0,0
2402,74306126,User,0,0,8,0
2403,74347264,User,0,0,0,0
2404,74422101,User,8,0,11,0
2405,74791118,User,0,0,3,12
2406,74874782,User,8,1,0,0
2407,74970928,User,12,0,7,4
2408,74987418,User,3,0,0,0
2409,75045203,Bot,0,0,0,0
2410,75147517,User,1,0,0,0
2411,75380525,User,18,0,6,1
2412,75420442,User,1,0,0,0
2413,75433959,Bot,0,0,0,0
2414,75508020,User,0,0,0,0
2415,75671152,User,13,0,32,4
2416,75754324,User,9,7,16,0
2417,75806143,User,2,0,0,0
2418,75840458,User,0,0,3,0
2419,75859426,User,0,0,0,0
2420,75863576,User,2,0,52,0
2421,76006232,User,122,15,49,24
2422,76007337,User,2,0,12,0
2423,76465278,User,3,0,0,0
2424,76519771,User,40,0,20,9
2425,76607510,User,107,1,42,54
2426,76956612,User,46,0,355,343
2427,77013538,User,3,0,0,0
2428,77019920,User,8,0,2,2
2429,77034370,User,12,0,1,0
2430,77076418,User,0,0,0,0
2431,77238610,User,4,0,0,0
2432,77295879,User,102,2,92,459
2433,77337829,User,0,0,0,0
2434,77390361,User,1,0,1,0
2435,77399080,Bot,0,0,0,0
2436,77450695,Bot,0,0,0,0
2437,77515518,User,4,0,16,2
2438,77556824,User,7,0,0,0
2439,77638332,User,1,0,0,0
2440,77640565,User,1,0,0,0
2441,77750453,User,3,0,0,0
2442,77841514,User,8,0,1,1
2443,78012616,User,1,0,0,0
2444,78060542,User,5,0,2,0
2445,78103370,User,32,0,2,0
2446,78111117,User,5,0,0,1
2447,78149749,User,12,0,1,0
2448,78214358,User,18,0,10,9
2449,78307768,User,2,0,0,0
2450,78466014,User,0,0,5,0
2451,78511726,User,1,0,1,0
2452,78589509,User,8,0,1,0
2453,78807980,User,3,0,0,0
2454,78816055,User,2,0,1,0
2455,78849981,User,0,0,0,1
2456,78867936,User,0,0,2,3
2457,78940872,User,2,0,1,0
2458,79183421,User,5,0,1,0
2459,79231656,User,1,0,0,0
2460,79440533,User,28,0,1,0
2461,79680111,User,3,0,1,1
2462,79776344,User,3,1,9,3
2463,79800572,User,2,0,0,0
2464,79846533,User,0,0,0,0
2465,79866774,User,0,0,0,0
2466,79878795,User,1,0,0,0
2467,80242553,User,1,0,0,0
2468,80257650,User,0,0,0,0
2469,80277990,User,3,4,3,0
2470,80294896,User,1,0,5,0
2471,80377839,User,5,0,2,2
2472,80445176,User,5,0,31,10
2473,80541297,User,5,0,19,0
2474,80742231,User,48,0,3,0
2475,81328695,User,0,0,3,0
2476,81782124,User,18,0,5,5
2477,82012629,User,2,0,3,0
2478,82459713,User,3,0,2,1
2479,82530006,User,5,0,0,6
2480,82717856,User,2,0,291,9
2481,82749224,User,1,0,1,0
2482,82799722,User,9,0,5,0
2483,83077651,User,5,1,0,0
2484,83136105,User,0,0,1,0
2485,83449598,User,1,0,0,0
2486,83570904,User,2,0,0,0
2487,83582261,User,3,0,0,0
2488,83643843,User,0,0,1,0
2489,83658952,User,0,0,0,0
2490,83668334,User,1,0,13,0
2491,83878460,User,2,0,0,0
2492,84025829,User,1,0,1,2
2493,84116207,Bot,0,0,0,0
2494,84334781,User,0,0,0,0
2495,84562993,User,3,0,1,0
2496,84721070,User,11,0,5,1
2497,84772085,User,3,0,0,0
2498,84793247,User,2,0,7,1
2499,84803567,User,1,0,0,17
2500,84807402,User,1,0,7,0
2501,84940857,User,42,0,13,88
2502,84948785,User,8,0,0,0
2503,85102652,User,1,1,0,1
2504,85299944,User,1,0,0,0
2505,85386116,User,14,2,20,1
2506,85528507,User,1,1,0,0
2507,85642160,User,0,0,0,0
2508,85645967,User,3,0,2,1
2509,85682690,User,16,0,0,0
2510,85977393,User,0,0,0,0
2511,86001342,User,1,0,1,1
2512,86190583,User,0,0,2,0
2513,86262790,User,1,0,0,0
2514,86325950,User,0,0,0,0
2515,86326399,User,0,0,0,0
2516,86356678,User,0,0,0,0
2517,86380613,User,20,0,1,3
2518,86625824,User,1,0,1,0
2519,86777474,User,1,0,1,0
2520,86789950,User,2,0,0,0
2521,87031580,User,12,1,5,3
2522,87151047,User,0,0,8,0
2523,87313073,User,3,0,2,0
2524,87330832,User,5,0,5,9
2525,87355844,User,18,0,8,3
2526,87535580,User,3,0,1,0
2527,87681388,User,26,0,2,0
2528,87761023,User,0,0,1,0
2529,87863794,User,3,0,0,6
2530,88080635,User,0,0,0,0
2531,88374601,User,0,0,0,0
2532,88427002,Bot,0,0,0,0
2533,88568393,User,5,0,0,0
2534,88995137,User,1,0,0,0
2535,89374972,User,0,0,1,0
2536,89375125,User,39,0,52,20
2537,89511597,User,0,0,0,0
2538,89670698,User,4,0,254,0
2539,89698728,User,81,4,41,294
2540,89798550,User,3,0,0,0
2541,89857999,User,4,0,0,0
2542,89971034,User,18,0,7,0
2543,90023154,User,3,0,0,0
2544,90178898,User,6,3,3,1
2545,90346049,User,0,0,0,0
2546,90644663,User,1,0,0,0
2547,91464452,User,535,0,2,0
2548,91599106,User,2,0,0,0
2549,92293815,User,0,0,0,0
2550,92328789,User,3,0,0,0
2551,93174284,User,2,0,0,0
2552,93394800,User,1,0,0,0
2553,93511422,User,61,0,9,29
2554,93581129,User,3,0,1,0
2555,93977217,User,2,0,0,0
2556,94144367,User,0,0,4,0
2557,94155176,User,1,0,1,0
2558,94869947,User,11,0,0,0
2559,80,User,50,301,29273,39
2560,278,User,198,138,272,116
2561,1963,User,184,26,156,80
2562,2011,User,72,8,110,78
2563,2297,User,49,2,18,4
2564,2621,User,120,59,10712,38
2565,3248,User,340,129,477,81
2566,3295,User,52,6,81,95
2567,3462,User,6,5,19,3
2568,3548,User,247,54,1075,7
2569,3869,User,50,16,92,63
2570,4121,User,56,42,286,0
2571,4365,User,161,147,1082,13
2572,4516,User,21,3,32,0
2573,4903,User,27,5,69,48
2574,4933,User,76,37,213,79
2575,6338,User,76,26,49,15
2576,7042,User,134,12,1541,2
2577,7171,User,160,73,6046,42
2578,7288,User,47,31,3695,1
2579,8599,User,151,39,340,18
2580,9917,User,98,70,51,5
2581,10151,User,104,46,126,78
2582,11236,User,106,29,1076,12
2583,11865,User,24,9,25,3
2584,12072,User,147,33,267,38
2585,12312,User,22,4,179,2
2586,13816,User,193,19,190,20
2587,14922,User,31,10,300,0
2588,16758,User,227,60,166,13
2589,18515,User,98,8,139,3
2590,19036,User,436,46,245,640
2591,19188,User,22,15,52,108
2592,24216,User,20,37,87,6
2593,26405,User,169,17,86,3
2594,27659,User,61,16,18,9
2595,28005,User,118,1,56,13
2596,28323,User,74,8,162,0
2597,28604,User,258,373,70,22
2598,29282,User,429,165,543,20
2599,29597,User,152,63,9792,1
2600,31200,User,25,8,215,74
2601,31516,User,93,51,275,171
2602,31543,User,103,5,91,132
2603,33146,User,48,29,15,31
2604,34150,User,83,19,255,24
2605,36182,User,43,14,2334,0
2606,37278,User,109,18,44,11
2607,37775,User,210,7,124,12
2608,38349,User,75,20,801,0
2609,42201,User,106,6,847,0
2610,43821,User,99,76,408,27
2611,46142,User,147,74,101,5
2612,47647,User,98,5,1142,1
2613,48161,User,70,34,57,20
2614,50187,User,221,321,115,8
2615,52528,User,27,4,34,5
2616,53387,User,74,20,223,9
2617,54051,User,131,417,3495,19
2618,56012,User,88,3,11,5
2619,56541,User,171,21,44,4
2620,56763,User,117,117,502,36
2621,56824,User,5,0,15,1
2622,57224,User,394,32,3263,35
2623,63521,User,23,1,9,4
2624,64804,User,295,47,239,19
2625,65315,User,18,102,124,52
2626,65736,User,234,18,103,9
2627,66491,User,63,25,614,0
2628,66864,User,201,23,161,5
2629,67496,User,148,83,1011,5
2630,68491,User,50,2,211,56
2631,71047,User,518,61,3456,114
2632,72159,User,338,13,1635,44
2633,72940,User,192,19,372,704
