,actor_id,type,public_repos,public_gists,followers,following
12643,13523966,User,1,0,1,1
12644,11856139,User,11,0,13,6
12645,22114771,User,30,0,10,11
12646,217893,User,104,28,77,20
12647,36265597,User,0,0,0,0
12648,34707418,User,78,10,39,40
12649,1067951,User,105,8,960,163
12650,22442935,User,34,1,56,5
12651,3982094,User,76,7,23,12
12652,988473,User,46,1,20,4
12653,1153134,User,138,3,11059,51
12654,26654868,User,34,0,0,2
12655,5210848,User,7,0,452,30
12656,9419801,User,31,2,6,6
12657,98476900,User,1,0,0,0
12658,18634851,User,10,0,28,26
12659,20647088,User,53,0,129,54
12660,12223382,User,12,0,6,1
12661,128755,User,484,24,1799,167
12662,835857,User,8,186,294,0
12663,4790,User,90,275,700,38
12664,3603494,User,2,5,10,24
12665,5429337,User,37,5,33,20
12666,2916797,User,50,6,30,8
12667,298994,User,71,1,22,30
12668,1174653,User,94,13,32,1
12669,161680,User,34,6,105,16
12670,10166935,User,20,12,7,9
12671,5302492,User,52,7,0,0
12672,9994529,User,99,180,65,34
12673,10686561,User,35,5,2,0
12674,4282842,User,16,1,0,0
12675,6365340,User,31,0,80,1
12676,1107239,User,26,10,35,0
12677,20032915,User,3,0,0,0
12678,5461357,User,32,20,21,4
12679,8395238,User,52,4,78,2
12680,40796,User,137,7,135,55
12681,489362,User,379,36,699,159
12682,8130692,User,35,21,572,3
12683,7519499,User,60,20,265,41
12684,21296639,User,13,0,0,8
12685,11988817,User,21,3,13,4
12686,6576580,User,10,0,160,2
12687,10404200,User,2,0,0,0
12688,366419,User,14,3,34,4
12689,1437960,User,36,7,4,0
12690,24575934,User,45,0,112,20
12691,22682817,User,3,0,2,0
12692,1107223,User,127,32,616,6
12693,3012067,User,11,2,650,10
12694,3934848,User,30,0,26,91
12695,5862369,User,89,14,80,38
12696,2128464,User,25,0,54,0
12697,1946610,User,251,16,894,39
12698,10794200,User,20,9,39,31
12699,1690993,User,156,41,486,0
12700,129810,User,23,6,15,19
12701,137925,User,62,33,10,1
12702,1428829,User,14,5,7,0
12703,227713,User,88,29,4663,113
12704,1330107,User,53,0,3,0
12705,21226839,User,7,0,2,0
12706,977954,User,34,4,29,7
12707,15659410,User,26,7,81,73
12708,2903325,User,130,0,23,0
12709,5769356,User,289,17,83,3
12710,18688793,User,22,0,52,5
12711,7890901,User,17,0,50,7
12712,4303,User,7,2,5040,21
12713,8380732,User,78,3,4,6
12714,15857889,User,36,0,6,10
12715,12164,User,177,21,250,0
12716,61201730,User,6,0,0,0
12717,628431,User,124,18,496,0
12718,1228301,User,7,0,8,0
12719,1443320,User,26,28,532,3
12720,23175084,User,116,33,17,23
12721,25130963,User,15,0,0,2
12722,1231635,User,108,7,72,5
12723,275959,User,76,32,82,0
12724,1048422,User,8,0,9,10
12725,25722948,User,17,0,21,13
12726,6888059,User,26,3,52,24
12727,16360374,User,60,29,69,49
12728,3030361,User,79,3,50,3
12729,2472076,User,125,41,57,33
12730,1702638,User,86,4,83,7
12731,1724852,User,217,130,1681,2
12732,3660185,User,9,0,3,0
12733,3483575,User,27,14,16,20
12734,5178123,User,11,13,13,0
12735,833911,User,112,29,66,20
12736,55812743,User,13,0,1,4
12737,22731000,User,81,2,35,74
12738,132895,User,68,12,245,34
12739,14098929,User,19,4,14,7
12740,12715358,User,366,3,44,1
12741,6201114,User,20,1,6,4
12742,176234,User,121,26,113,5
12743,72049,User,193,47,128,85
12744,9946566,User,172,7,54,230
12745,6515067,User,71,35,53,5
12746,1033099,User,31,9,4,0
12747,1505101,User,132,15,432,35
12748,6677909,User,21,0,308,9
12749,1541187,User,123,27,132,16
12750,366207,User,31,6,210,14
12751,1448859,User,404,178,573,55
12752,42791680,User,12,0,3,5
12753,1734958,User,60,10,566,0
12754,14135808,User,22,0,52,10
12755,14887553,User,20,4,8,7
12756,2682937,User,287,0,300,277
12757,5097613,User,21,2,4,2
12758,1096215,User,19,7,24,3
12759,6118188,User,82,8,574,229
12760,5387,User,103,26,523,0
12761,18364688,User,55,3,25,19
12762,49681154,User,0,0,0,0
12763,316108,User,196,5,151,20
12764,746221,User,121,6,43,8
12765,53707338,User,4,0,0,0
12766,3253920,User,143,0,150,37
12767,865510,User,33,8,172,22
12768,2049935,User,88,4,147,62
12769,77038777,User,3,0,0,0
12770,6819362,User,64,7,27,39
12771,119164,User,239,110,370,169
12772,7754523,User,5,0,20,29
12773,2202,User,26,0,62,20
12774,447801,User,142,25,218,143
12775,9134003,User,32,3,857,106
12776,4289625,User,87,20,64,68
12777,6594923,User,27,1,8,11
12778,166834,User,61,140,1292,59
12779,3340204,User,68,4,26,57
12780,3671681,User,36,6,70,0
12781,20240,User,69,4,1166,82
12782,3310349,User,88,7,41,4
12783,9736066,User,125,0,85,39
12784,7917050,User,42,7,88,22
12785,1059363,User,293,2,89,30
12786,79355,User,184,0,119,118
12787,4712757,User,22,4,57,16
12788,1862325,User,128,2,7,6
12789,7502937,User,13,0,6,3
12790,20650205,User,36,0,6,4
12791,31315269,User,2,0,0,0
12792,41697002,User,27,0,23,27
12793,990177,User,6,0,16,6
12794,98178,User,5,6,34,5
12795,139536,User,304,92,291,81
12796,1217449,User,22,6,30,7
12797,8549123,User,33,8,14,83
12798,5675200,User,87,4,33,83
12799,2965012,User,2,0,1,1
12800,10988,User,201,246,304,13
12801,7329450,User,13,0,9,0
12802,6321761,User,1,0,0,0
12803,6104981,User,307,6,1132,296
12804,89148288,User,2,0,7,6
12805,160544,User,71,10,41,58
12806,27049611,User,27,0,31,0
12807,3637499,User,9,1,67,17
12808,5031856,User,16,1,6,25
12809,11915663,User,28,1,0,0
12810,2707245,User,117,1,45,7
12811,5587834,User,44,0,15,15
12812,793037,User,156,61,49,11
12813,8528207,User,120,1,5,5
12814,3748903,User,62,133,270,1
12815,4660659,User,124,65,341,67
12816,2318927,User,5,0,1,0
12817,6495524,User,0,0,0,0
12818,1536494,User,35,43,171,10
12819,54241097,User,10,0,0,0
12820,5752707,User,10,0,3,5
12821,53862,User,138,19,62,0
12822,221942,User,141,45,867,209
12823,1824878,User,120,8,76,228
12824,1894621,User,42,0,34,4
12825,3446164,User,42,3,14,6
12826,1383657,User,2,0,1,0
12827,527559,User,67,14,231,84
12828,8304391,User,18,20,149,588
12829,193527,User,193,25,76,29
12830,8126674,User,18,6,622,197
12831,16043470,User,82,1,483,21
12832,6583519,User,38,2,13,5
12833,686574,User,24,1,6,4
12834,83472636,User,1,0,0,0
12835,9959761,User,46,6,303,10
12836,8967939,User,10,1,4,0
12837,7232986,User,56,4,6,6
12838,1508401,User,6,0,3,0
12839,5714438,User,42,1,0,0
12840,5056254,User,20,2,6,7
12841,2489598,User,136,1,80,68
12842,12216243,User,19,0,3,8
12843,8903533,User,8,0,25,5
12844,8295080,User,81,3,83,126
12845,11937915,User,26,11,64,3
12846,6137112,User,56,0,239,105
12847,724639,User,18,15,75,6
12848,2379650,User,143,70,1723,8
12849,1238153,User,145,26,214,138
12850,10286538,User,52,12,126,82
12851,53514143,User,2,0,0,0
12852,796194,User,101,7,269,34
12853,22945927,User,45,0,174,14
12854,10501044,User,12,0,10,2
12855,109167,User,356,20,79,229
12856,16516889,User,45,22,34,6
12857,32969486,User,13,1,0,0
12858,9698924,User,63,1,30,72
12859,1515437,User,156,14,317,36
12860,1124859,User,53,96,560,94
12861,6239509,User,15,0,1,0
12862,164140,User,129,9,55,16
12863,36910380,User,17,0,0,0
12864,219797,User,118,57,219,166
12865,6000474,User,23,0,35,0
12866,3930317,User,16,0,102,3
12867,861868,User,56,46,210,1
12868,46207,User,56,226,2851,22
12869,3742496,User,136,90,119,239
12870,1189265,User,96,7,270,1
12871,810189,User,16,11,214,0
12872,2330520,User,38,6,28,0
12873,149406,User,17,3,43,67
12874,1631625,User,21,9,59,11
12875,136000,User,52,3,35,82
12876,1870436,User,116,1,259,16
12877,6979405,User,9,0,5,1
12878,902384,User,126,66,176,38
12879,1706600,User,20,20,100,13
12880,5994398,User,45,5,38,1
12881,37848136,User,1,0,0,0
12882,122654,User,284,79,162,33
12883,10272301,User,13,3,30,5
12884,9417722,User,17,10,27,2
12885,6509622,User,38,1,26,0
12886,31624827,User,0,0,0,0
12887,1009841,User,49,0,42,2
12888,136119,User,97,65,182,42
12889,7173816,User,31,8,6,1
12890,1861842,User,59,10,76,11
12891,15847407,User,13,0,10,1
12892,10699351,User,1,0,0,0
12893,194466,User,17,0,8,0
12894,7174278,User,10,0,36,8
12895,184567,User,139,22,70,255
12896,971717,User,50,4,24,3
12897,1814312,User,145,5,518,78
12898,2251352,User,4,0,36,2
12899,313157,User,48,18,398,28
12900,17691144,User,1,0,44,0
12901,1074042,User,89,25,210,62
12902,123917,User,26,49,59,17
12903,201296,User,13,18,381,0
12904,95200,User,31,6,155,2
12905,1863675,User,52,4,123,80
12906,284515,User,104,32,218,41
12907,1775792,User,24,3,65,28
12908,666310,User,29,11,30,15
12909,10568223,User,6,0,3,3
12910,1737375,User,15,1,19,2
12911,6646541,User,38,32,44,4
12912,1024162,User,175,10,640,142
12913,5261448,User,37,5,188,334
12914,1968109,User,135,56,48,13
12915,2202307,User,33,0,17,18
12916,5378707,User,118,46,83,94
12917,4422516,User,78,8,168,31
12918,7258846,User,7,0,2,0
12919,2006159,User,13,1,7,20
12920,9996346,User,217,103,514,217
12921,5919426,User,2,0,0,0
12922,512212,User,116,8,63,11
12923,17267,User,40,21,35,1
12924,278835,User,100,0,121,0
12925,17781764,User,58,1,28,71
12926,80629,User,117,27,472,0
12927,8322751,User,54,4,53,3
12928,706280,User,32,8,65,13
12929,1548173,User,22,3,14,7
12930,8047490,User,7,0,2,0
12931,751274,User,152,12,22,23
12932,4553244,User,9,1,3,9
12933,1973223,User,85,20,23,28
12934,383994,User,845,172,3684,69
12935,1424963,User,117,108,147,37
12936,5269298,User,81,3,413,31
12937,2334417,User,6,3,3,5
12938,25510,User,132,23,1260,72
12939,10811234,User,0,0,0,0
12940,223335,User,67,11,250,61
12941,836166,User,95,99,675,786
12942,6999143,User,1,0,0,0
12943,26239802,User,75,0,71,58
12944,3098010,User,22,2,0,0
12945,1818366,User,130,14,295,45
12946,1198287,User,8,0,6,1
12947,6107439,User,12,3,86,0
12948,6972548,User,12,0,16,0
12949,116385,User,87,37,1289,0
12950,71350735,User,1,0,0,1
12951,93153248,User,2,0,0,0
12952,31743831,User,2,1,15,17
12953,726875,User,122,21,223,19
12954,3218401,User,43,1,47,49
12955,54483,User,103,29,18,14
12956,131119,User,72,3,57,76
12957,866805,User,23,7,5,1
12958,8883158,User,52,14,78,17
12959,26150554,User,36,0,11,0
12960,1974256,User,41,2,14,3
12961,505867,User,51,27,943,0
12962,983381,User,15,13,52,32
12963,16720535,User,2,0,0,0
12964,532414,User,319,11,408,104
12965,5824659,User,20,2,10,8
12966,37290325,User,1,0,5,0
12967,31361822,User,0,1,0,0
12968,21297513,User,12,0,0,1
12969,489871,User,53,1,23,0
12970,13683186,User,2,0,2,0
12971,501642,User,101,3,812,3
12972,2292730,User,32,0,54,1
12973,5628,User,72,18,164,42
12974,2194624,User,180,17,1794,38
12975,1194128,User,21,9,54,2
12976,2853674,User,10,1,15,6
12977,5238339,User,4,0,2,1
12978,19928816,User,66,17,38,27
12979,30103729,User,3,4,1,0
12980,50891,User,425,37,136,132
12981,145979,User,227,418,1115,1
12982,3109892,User,30,2,117,23
12983,61083458,User,38,1,3,24
12984,212177,User,108,15,29,5
12985,485647,User,60,60,928,3
12986,81351938,User,29,0,1,4
12987,53092868,User,0,0,0,0
12988,7658554,User,141,46,388,238
12989,570600,User,7,4,5,1
12990,748074,User,30,15,12,0
12991,2513673,User,229,116,48,32
12992,68586557,User,5,0,0,0
12993,5312739,User,25,1,11,5
12994,12614881,User,3,0,11,0
12995,1412630,User,82,18,115,12
12996,156269,User,204,81,7942,408
12997,353180,User,252,57,416,24
12998,3184072,User,61,1,275,88
12999,320755,User,115,14,80,139
13000,11138222,User,22,9,16,17
13001,9559770,User,20,6,28,23
13002,3195906,User,78,33,246,333
13003,741948,User,25,12,0,0
13004,1833474,User,45,11,8927,59
13005,20506647,User,21,1,13,12
13006,8377642,User,56,0,18,24
13007,94129781,User,0,0,0,0
13008,10349378,User,53,15,48,43
13009,4681518,User,100,1,867,112
13010,292365,User,430,16,510,117
13011,648850,User,13,2,5,0
13012,9099577,User,121,8,93,279
13013,82916,User,49,25,43,3
13014,14141331,User,10,2,3,0
13015,1134310,User,162,33,84,23
13016,104187,User,35,14,78,17
13017,1341446,User,258,6,103,6
13018,8883042,User,10,0,7,8
13019,684948,User,40,1,162,9
13020,697647,User,93,13,33,0
13021,4119615,User,20,1,10,9
13022,1152361,User,4,1,36,67
13023,1195774,User,29,11,10084,32
13024,4661889,User,85,19,35,17
13025,86251,User,96,23,132,30
13026,5071748,User,92,3,60,212
13027,26720499,User,0,0,18,0
13028,25966,User,275,85,409,82
13029,25073645,User,1,18,5,1
13030,35348171,User,61,3,3,4
13031,78738768,User,0,0,2,0
13032,271645,User,43,28,182,4
13033,72525638,User,3,0,4,9
13034,8411962,User,79,12,96,7
13035,47267984,User,29,0,17,54
13036,5781590,User,6,1,14,0
13037,968057,User,32,13,11,17
13038,806256,User,200,178,741,47
13039,13107131,User,13,0,6,0
13040,61591788,User,0,0,0,0
13041,15206032,User,14,4,21,5
13042,30328334,User,0,0,0,1
13043,18470668,User,0,0,21,0
13044,49330085,User,0,0,1,0
13045,313494,User,222,3,240,1
13046,30122567,User,1,0,0,0
13047,11742961,User,49,44,13,32
13048,1198882,User,176,58,892,3
13049,11577408,User,16,0,6,7
13050,33292901,User,4,0,9,1
13051,15012371,User,6,0,3,0
13052,622973,User,26,8,8,0
13053,48730257,User,20,0,3,0
13054,90591,User,33,17,6,0
13055,43865828,Bot,0,0,0,0
13056,3405161,User,52,12,360,196
13057,2115718,User,71,15,47,1
13058,42633137,User,0,0,1,0
13059,114116432,User,0,0,0,0
13060,4319728,User,33,3,21,1
13061,1145561,User,12,0,0,2
13062,1520226,User,92,52,40,2
13063,1820334,User,31,3,13,19
13064,38131342,User,0,0,7,0
13065,50379318,User,0,0,0,0
13066,25108287,User,86,14,8,16
13067,46615020,User,0,0,0,0
13068,1029536,User,49,4,18,1
13069,116234,User,105,79,368,568
13070,29415595,User,14,0,3,4
13071,949380,User,68,10,41,27
13072,7468109,User,0,0,71,0
13073,27324247,User,13,0,1,7
13074,10292,User,94,46,26,0
13075,107957005,Bot,0,0,0,0
13076,6928162,User,7,0,0,0
13077,12641142,User,0,0,2,0
13078,9050332,User,1,0,0,0
13079,11037507,User,60,0,1,0
13080,30319585,User,1,0,0,0
13081,3168906,User,3,0,3,0
13082,38546467,User,2,0,0,0
13083,2992765,User,23,0,11,8
13084,1889878,User,31,12,29,0
13085,3408480,User,84,32,552,179
13086,5635553,User,58,19,33,2
13087,4331331,User,157,31,132,23
13088,10293361,User,22,0,29,0
13089,6558047,User,18,0,7,4
13090,4298757,User,11,3,4,0
13091,8527763,User,207,4,47,131
13092,33560951,User,39,0,1,0
13093,33282783,User,0,0,0,0
13094,44651202,User,3,0,13,0
13095,44028607,User,1,0,1,1
13096,26633764,User,0,0,0,0
13097,53619745,User,0,0,6,0
13098,57236085,User,1,0,1,0
13099,45046065,User,0,0,0,0
13100,16938970,User,19,0,6,1
13101,26870112,User,8,0,8,0
13102,58979018,User,0,0,2,0
13103,6178739,User,22,0,58,2
13104,11719845,User,121,16,48,8
13105,92114575,Bot,0,0,0,0
13106,7793957,User,22,0,2,1
13107,56740174,User,1,0,1,0
13108,54292373,Bot,0,0,0,0
13109,38438703,User,0,0,0,0
13110,56741695,User,0,0,1,0
13111,46881965,User,14,0,1,0
13112,45738712,User,0,0,0,0
13113,57046835,User,0,0,0,0
13114,4582865,User,3,0,1,0
13115,2100564,User,15,0,3,5
13116,7777023,User,1,0,2,0
13117,1808447,User,139,26,117,777
13118,4147255,User,0,0,1,0
13119,937937,User,56,2,31,35
13120,121069198,Bot,0,0,0,0
13121,45753747,User,1,0,0,0
13122,242242,User,21,14,5432,2
13123,49414964,User,5,0,0,1
13124,4038919,User,13,0,49,0
13125,50666204,User,1,0,7,0
13126,3213882,User,14,0,12,4
13127,56180554,User,21,0,119,64
13128,5902773,User,3,0,1,0
13129,1442934,User,39,2,36,14
13130,49962638,Bot,0,0,0,0
13131,2587684,User,6,0,2,2
13132,36379971,User,24,0,35,26
13133,18713673,User,16,0,12,7
13134,6104758,User,0,0,14,0
13135,11789828,User,77,29,20,8
13136,1636223,User,113,0,130,16
13137,14353145,User,0,0,0,0
13138,65077583,User,0,0,45,0
13139,7300483,User,44,1,24,15
13140,16891493,User,27,0,6,4
13141,7918125,User,334,21,35,3
13142,16778905,User,11,4,2,3
13143,14793624,User,34,13,49,11
13144,2255291,User,18,1,8,2
13145,10118926,User,3,0,2,0
13146,13300253,User,12,0,0,0
13147,1166244,User,13,0,23,0
13148,126862,User,79,20,73,34
13149,1435595,User,12,5,6,6
13150,3121637,User,19,4,39,11
13151,58988,User,54,27,207,95
13152,10284720,User,9,0,22,23
13153,4437714,User,21,0,5,1
13154,1966409,User,35,3,26,5
13155,6836420,User,39,2,5,2
13156,16972251,User,29,0,34,0
13157,5888194,User,7,0,1,0
13158,526750,User,4,0,1,2
13159,16918936,User,3,0,5,0
13160,1011785,User,39,8,6,7
13161,1993554,User,9,1,27,0
13162,216188,User,532,157,1003,104
13163,992613,User,13,0,2,0
13164,3589801,User,29,0,19,6
13165,12468546,User,1,0,0,10
13166,6041414,User,40,1,45,12
13167,6047658,User,18,0,20,23
13168,6098822,User,43,19,51,0
13169,6109782,User,41,5,14,4
13170,6134547,User,138,0,109,17
13171,6169722,User,96,5,113,28
13172,6184593,User,160,14,878,33
13173,6187170,User,82,16,387,0
13174,6187843,User,34,40,55,33
13175,6200135,User,62,6,970,304
13176,6204813,User,15,0,8,0
13177,6209108,User,78,1,37,1
13178,6233452,User,115,31,256,2
13179,6235869,User,12,0,80,4
13180,6237759,User,1,0,16,12
13181,6241635,User,47,9,57,9
13182,6264033,User,69,2,87,17
13183,6265307,User,13,5,1667,0
13184,6271256,User,57,3,228,15
13185,6290408,User,95,0,10,4
13186,6295984,User,24,2,4,1
13187,6311784,User,181,2,243,7
13188,6343103,User,55,7,198,0
13189,6347585,User,9,1,10,1
13190,6359743,User,47,12,333,7
13191,6362111,User,86,2,61,13
13192,6382364,User,35,2,74,127
13193,6385855,User,76,42,237,6
13194,6389780,User,13,0,198,0
13195,6392334,User,9,1,2,0
13196,6399679,User,12,0,0,0
13197,6405097,User,15,0,6,8
13198,6408381,User,103,0,103,179
13199,6417322,User,24,11,44,3
13200,6447530,User,52,7,206,50
13201,6458471,User,15,0,5,0
13202,6472290,User,9,0,3,0
13203,6493296,User,42,13,139,5
13204,6500147,User,58,0,1562,0
13205,6514088,User,2,0,0,0
13206,6537861,User,5,1,209,0
13207,6544965,User,10,0,8,1
13208,6569390,User,2,0,6,0
13209,6618166,User,30,0,19,5
13210,6618863,User,44,3,12,13
13211,6620164,User,24,42,29,8
13212,6636360,User,27,20,70,90
13213,6642927,User,49,0,71,0
13214,6676203,User,12,0,47,7
13215,6687437,User,55,7,341,81
13216,6723000,User,61,1,22,3
13217,6749661,User,25,0,0,0
13218,6761246,User,29,18,109,43
13219,6781733,User,71,0,32,2
13220,6783654,User,58,2,38,0
13221,6795213,User,120,25,18,5
13222,6806011,User,219,1,45,13
13223,6835152,User,90,90,59,23
13224,6847558,User,26,5,10,2
13225,6849766,User,69,11,139,0
13226,6873095,User,272,117,9,5
13227,6909890,User,11,0,1,0
13228,6921610,User,57,29,1395,1
13229,6926193,User,10,0,16,0
13230,6931743,User,17,0,4,3
13231,7001223,User,99,1,71,0
13232,7024383,User,54,2,42,42
13233,7033952,User,39,2,133,0
13234,7052693,User,30,2,3,4
13235,7059936,User,6,0,17,0
13236,7065346,User,8,0,2,1
13237,7074629,User,13,0,6,0
13238,7109520,User,6,0,0,3
13239,7110657,User,3,0,13,1
13240,7115141,User,43,1,78,5
13241,7117978,User,27,9,65,3
13242,7129409,User,24,0,58,5
13243,7165771,User,58,0,471,7
13244,7182341,User,128,20,138,3
13245,7189118,User,217,3,179,35
13246,7195563,User,104,4,515,49
13247,7205864,User,3,4,4,0
13248,7217256,User,33,17,91,24
13249,7300331,User,21,0,2,0
13250,7300975,User,65,8,14,10
13251,7305553,User,4,0,0,0
13252,7342077,User,25,0,6,0
13253,7358345,User,61,4,167,98
13254,7376012,User,50,13,54,5
13255,7391284,User,140,0,6,0
13256,7409981,User,9,0,21,0
13257,7465184,User,12,0,0,1
13258,7472514,User,36,51,37,18
13259,7479759,User,28,0,10,7
13260,7492909,User,80,1,7,5
13261,7493273,User,35,0,13,45
13262,7499936,User,55,0,377,37
13263,7499938,User,71,6,123,31
13264,7502063,User,113,55,476,78
13265,7513948,User,7,2,8,5
13266,7527802,User,1,0,5,0
13267,7553548,User,5,2,10,7
13268,7556347,User,40,3,5,3
13269,7565635,User,21,3,14,22
13270,7569403,User,29,76,102,40
13271,7582748,User,26,5,12,1
13272,7620037,User,7,4,8,2
13273,7655585,User,2,0,4,3
13274,7661709,User,95,8,12,1
13275,7695547,User,14,0,9,2
13276,7699524,User,81,0,106,23
13277,7714042,User,1,0,25,23
13278,7735048,User,35,2,68,0
13279,7803845,User,9,0,1,0
13280,7808037,User,3,0,9,2
13281,7822641,User,21,0,4,3
13282,7829907,User,38,1,11,32
13283,7851712,User,62,0,5,4
13284,7970698,User,175,16,73,43
13285,7971419,User,187,3,22,0
13286,7983394,User,31,0,23,0
13287,7992384,User,28,0,8,26
13288,8002138,User,13,1,2,0
13289,8002881,User,12,0,8,6
13290,8030599,User,25,0,17,0
13291,8036411,User,14,0,2,2
13292,8037810,User,15,0,3,0
13293,8043603,User,133,4,196,26
13294,8055242,User,103,7,54,0
13295,8080198,User,5,0,8,0
13296,8095629,User,9,0,3,1
13297,8098544,User,3,0,3,0
13298,8108735,User,0,0,67,0
13299,8125655,User,3,0,3,0
13300,8130013,User,114,3,32,0
13301,8178734,User,18,0,0,1
13302,8203976,User,9,0,3,0
13303,8220172,User,17,0,15,1
13304,8225098,User,156,178,423,2
13305,8238078,User,71,35,14,0
13306,8245135,User,23,3,4,0
13307,8297234,User,89,15,697,7
13308,8321330,User,40,24,46,14
13309,8323784,User,9,0,0,0
13310,8342599,User,49,12,200,2
13311,8363933,User,7,0,8,0
13312,8407317,User,50,0,104,21
13313,8435879,User,6,1,98,3
13314,8460628,User,24,0,12,12
13315,8488446,User,58,0,757,27
13316,8517910,User,0,0,17,0
13317,8528975,User,6,0,3021,0
13318,8542534,User,1,0,12,0
13319,8558351,User,9,0,5,0
13320,8573935,User,8,0,21,23
13321,8578043,User,9,0,53,0
13322,8622748,User,27,7,111,19
13323,8631690,User,15,20,8,3
13324,8658046,User,19,0,15,7
13325,8662829,User,6,0,31,0
13326,8740057,User,35,3,72,0
13327,8740768,User,5,2,5,1
13328,8808850,User,2,1,1,1
13329,8821084,User,13,0,17,0
13330,8862693,User,0,0,144,0
13331,8867023,User,68,43,280,1
13332,8871522,User,17,4,5,12
13333,8872119,User,197,14,162,0
13334,8902531,User,7,0,15,2
13335,8908872,User,21,4,99,9
13336,8927258,User,1,3,1,3
13337,8943213,User,20,0,7,1
13338,8948187,User,45,3,140,5
13339,8966342,User,55,6,210,0
13340,8968914,User,36,1,8,11
13341,9000376,User,18,5,5,2
13342,9004726,User,31,8,12,7
13343,9008569,User,37,25,165,0
13344,9009064,User,2,0,1,1
13345,9019229,User,57,0,97,62
13346,9026500,User,13,0,1,1
13347,9082919,User,86,5,47,0
13348,9088056,User,28,23,31,0
13349,9109762,User,126,8,10,3
13350,9248427,User,263,9,1187,0
13351,9289745,User,6,0,4,1
13352,9301846,User,42,0,30,6
13353,9305394,User,40,5,17,0
13354,9316590,User,8,4,29,11
13355,9373002,User,180,2,734,7
13356,9384699,User,84,8,129,38
13357,9391073,User,31,20,57,15
13358,9408864,User,14,2,5,0
13359,9423618,User,41,0,48,0
13360,9433228,User,5,0,24,0
13361,9445819,User,6,0,1,0
13362,9449405,User,18,0,13,1
13363,9546119,User,37,0,5,0
13364,9560587,User,10,2,6,6
13365,9561583,User,6,0,21,0
13366,9602953,User,75,5,134,1
13367,9637690,User,6,0,0,0
13368,9638156,User,19,0,72,0
13369,9639050,User,72,55,45,13
13370,9664363,User,261,18,3241,88
13371,9699804,User,49,6,28,52
13372,9737949,User,4,0,3,0
13373,9797472,User,211,24,104,36
13374,9802583,User,43,0,11,0
13375,9859037,User,24,0,9,6
13376,9897945,User,31,0,5,0
13377,9908105,User,391,27,74,122
13378,9910883,User,33,12,112,18
13379,9929737,User,76,70,116,13
13380,9934079,User,19,3,6,0
13381,9969784,User,9,0,39,0
13382,9974711,User,4,0,1,1
13383,10010419,User,189,25,280,27
13384,10033853,User,83,2,25,0
13385,10058240,User,26,6,506,1
13386,10075881,User,7,0,13,0
13387,10106536,User,33,3,40,10
13388,10121823,User,20,25,287,0
13389,10127682,User,13,6,9,9
13390,10136526,User,44,11,56,1
13391,10148468,User,14,2,225,8
13392,10162465,User,39,2,22,28
13393,10195800,User,27,0,62,0
13394,10199417,User,44,31,640,0
13395,10228651,User,65,10,118,75
13396,10255196,User,10,0,19,15
13397,10303625,User,17,0,21,0
13398,10335022,User,30,0,23,1
13399,10406971,User,14,3,9,2
13400,10407760,User,19,0,8,0
13401,10442143,User,119,0,73,93
13402,10452642,User,47,1,15,11
13403,10458143,User,13,0,2,0
13404,10480119,User,39,1,15,0
13405,10487845,User,7,0,955,596
13406,10491193,User,40,3,0,0
13407,10494397,User,258,26,207,62
13408,10516582,User,0,5,48,0
13409,10537793,User,8,0,14,0
13410,10537847,User,28,0,16,13
13411,10542417,User,6,0,2,0
13412,10557821,User,13,1,85,21
13413,10567287,User,14,0,19,1
13414,10642668,User,26,2,188,0
13415,10683203,User,63,14,188,0
13416,10683568,User,40,0,12,6
13417,10683625,User,9,0,4,0
13418,10731096,User,7,0,38,1
13419,10734527,User,35,0,7,0
13420,10758568,User,22,27,105,0
13421,10810283,User,2495,0,5,0
13422,10835776,User,56,11,34,0
13423,10845770,User,20,5,2,8
13424,10845831,User,11,0,28,10
13425,10855986,User,8,1,58,11
13426,10856076,User,2,1,0,0
13427,10864441,User,46,0,180,0
13428,10901756,User,18,0,11,0
13429,10927717,User,42,2,2,0
13430,11049367,User,47,1,12,3
13431,11050617,User,27,0,9,11
13432,11065596,User,25,15,169,4
13433,11089579,User,35,7,14,3
13434,11094914,User,36,0,24,5
13435,11148738,User,39,1,3,3
13436,11227796,User,26,0,8,0
13437,11292766,User,82,0,1,1
13438,11306809,User,17,0,20,1
13439,11322348,User,44,3,47,0
13440,11330831,User,20,3,114,19
13441,11343221,User,48,1,95,4
13442,11356435,User,67,0,44,2
13443,11439355,User,10,3,2,1
13444,11466553,User,2,0,4,0
13445,11466782,User,45,1,184,47
13446,11466788,User,1,0,4,0
13447,11467854,User,26,2,25,3
13448,11527560,User,29,3,23,1
13449,11542415,User,9,1,9,6
13450,11561723,User,12,0,7,4
13451,11586312,User,6,0,0,0
13452,11599148,User,13,0,6,0
13453,11600822,User,9,0,1675,2
13454,11607199,User,81,8,1063,57
13455,11621884,User,11,3,25,7
13456,11654461,User,1,0,157,0
13457,11661208,User,0,0,6,0
13458,11685408,User,24,0,18,1
13459,11718525,User,58,23,723,16
13460,11734156,User,7,0,0,0
13461,11754898,User,75,1,31,5
13462,11777575,User,49,5,106,4
13463,11797174,User,10,0,112,0
13464,11799670,User,3,0,153,13
13465,11822533,User,11,0,1,1
13466,11830681,User,47,1,118,160
13467,11888724,User,16,0,24,22
13468,11890223,User,15,0,6,3
